movie_id,title,douban_url,poster,导演,主演,类型,制片国家/地区,年份
1293783,圣女贞德蒙难记 La Passion de Jeanne d'Arc,https://movie.douban.com/subject/1293783/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2502229820.jpg,卡尔·西奥多·德莱叶,玛利亚·法奥康涅蒂/安德烈·贝利/莫里斯·舒茨,传记/犯罪/剧情/历史,法国,1928
1299080,后窗 Rear Window,https://movie.douban.com/subject/1299080/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p998913501.jpg,阿尔弗雷德·希区柯克,詹姆斯·斯图尔特/格蕾丝·凯利/温戴尔·柯瑞,悬疑/惊悚,美国,1954
3212965,诗 시,https://movie.douban.com/subject/3212965/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p694844104.jpg,李沧东,尹静姬/李大卫/金熙罗,剧情,韩国,2010
1303542,石榴的颜色 Նռան գույնը,https://movie.douban.com/subject/1303542/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2239895233.jpg,谢尔盖·帕拉杰诺夫,索菲柯·齐阿乌列里/米尔克·阿尔克桑亚/维勒·加尔斯特亚,剧情/传记/历史,苏联,1969
1302077,雁南飞 Летят журавли,https://movie.douban.com/subject/1302077/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2058841317.jpg,米哈伊尔·卡拉托佐夫,塔吉娅娜·萨莫依洛娃/阿列克谢·巴塔洛夫/瓦西里·梅尔库里耶夫,剧情/爱情/战争,苏联,1957
1466419,影子部队 L'armée des ombres,https://movie.douban.com/subject/1466419/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2204668213.jpg,让-皮埃尔·梅尔维尔,利诺·文图拉/保罗·默里斯/让-皮埃尔·卡塞尔,剧情/战争,法国/意大利,1969
1299360,我出生了，但…… 大人の見る絵本 生れてはみたけれど,https://movie.douban.com/subject/1299360/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1964113703.jpg,小津安二郎,斋藤达雄/青木富夫/吉川满子,喜剧/剧情,日本,1932
2138467,麻雀之歌 آواز گنجشک ها,https://movie.douban.com/subject/2138467/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2241043360.jpg,马基德·马基迪,默罕默德·阿米尔·纳吉/HosseinAghazi/MaryamAkbari,剧情,伊朗,2008
1292589,纽伦堡的审判 Judgment at Nuremberg,https://movie.douban.com/subject/1292589/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2462065580.jpg,斯坦利·克雷默,斯宾塞·屈塞/伯特·兰卡斯特/理查德·威德马克,剧情/历史,美国,1961
1293936,杀手 The Killing,https://movie.douban.com/subject/1293936/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2192213954.jpg,斯坦利·库布里克,斯特林·海登/柯琳·格蕾/文斯·爱德华兹,犯罪/黑色电影/惊悚,美国,1956
1299112,梦 夢,https://movie.douban.com/subject/1299112/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2215880880.jpg,黑泽明,寺尾聪/倍赏美津子/根岸季衣,剧情/奇幻,日本/美国,1990
1293310,椿三十郎,https://movie.douban.com/subject/1293310/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2346574759.jpg,黑泽明,三船敏郎/仲代达矢/小林桂树,剧情/喜剧/动作/犯罪/惊悚,日本,1962
1419479,女人步上楼梯时 女が階段を上る時,https://movie.douban.com/subject/1419479/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1805354637.jpg,成濑巳喜男,高峰秀子/森雅之/团令子,剧情,日本,1960
1294565,五至七时的克莱奥 Cléo de 5 à 7,https://movie.douban.com/subject/1294565/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2173127960.jpg,阿涅斯·瓦尔达,科琳娜·马尔尚/安托万·布尔塞耶/多米妮克·达夫雷,喜剧/剧情/音乐,法国/意大利,1962
1292981,婚姻生活 Scener ur ett äktenskap,https://movie.douban.com/subject/1292981/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2037298187.jpg,英格玛·伯格曼,丽芙·乌曼/厄兰·约瑟夫森/古内尔·林德布洛姆,剧情/爱情,瑞典,1973
1858233,春天情书 （ハル）,https://movie.douban.com/subject/1858233/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2327619627.jpg,森田芳光,深津绘里/内野圣阳/户田菜穗,剧情/爱情,日本,1996
4826419,金福南杀人事件始末 김복남 살인사건의 전말,https://movie.douban.com/subject/4826419/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p596526266.jpg,张哲洙,徐英姬/池成媛/朴政学,剧情/犯罪/惊悚,韩国,2010
1303073,望乡 サンダカン八番娼館 望郷,https://movie.douban.com/subject/1303073/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2151476445.jpg,熊井启,栗原小卷/田中绢代/高桥洋子,剧情/历史/战争,日本,1974
1293306,爱丽丝城市漫游记 Alice in den Städten,https://movie.douban.com/subject/1293306/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2187692526.jpg,维姆·文德斯,吕迪格·福格勒/耶拉·罗特兰德尔/丽萨·克鲁泽,剧情,西德,1974
1401905,圣山 La montaña sagrada,https://movie.douban.com/subject/1401905/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2623806236.jpg,亚历桑德罗·佐杜洛夫斯基,亚历桑德罗·佐杜洛夫斯基/霍拉西奥·萨利纳斯/ZamiraSaunders,奇幻/冒险,墨西哥,1973
1299900,亚当斯一家的价值观 Addams Family Values,https://movie.douban.com/subject/1299900/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p652970475.jpg,巴里·索南菲尔德,克里斯蒂娜·里奇/琼·库萨克/劳尔·胡里亚,喜剧/家庭/奇幻/惊悚,美国,1993
1303471,生生长流 زندگی و دیگر هیچ,https://movie.douban.com/subject/1303471/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1944277781.jpg,阿巴斯·基亚罗斯塔米,法德哈·基德曼/布巴·巴尤尔·/奥西纳·法赫,剧情/灾难,伊朗,1992
1309071,天国王朝 Kingdom of Heaven,https://movie.douban.com/subject/1309071/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p460797308.jpg,雷德利·斯科特,奥兰多·布鲁姆/伊娃·格林/爱德华·诺顿,剧情/历史/战争,英国/德国/西班牙/摩洛哥/美国/意大利/法国,2005
1302181,热带鱼 熱帶魚,https://movie.douban.com/subject/1302181/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1148607609.jpg,陈玉勋,林嘉宏/文英/林正盛,喜剧/剧情,中国台湾,1995
